wage,edu,exp,city,reg,race,deg,com,emp
759.73,12,13,no,west,white,no,23.4,84
154.32,3,14,no,west,white,no,13,158
483.09,12,18,no,west,white,no,25.9,143
451.09,11,23,no,west,white,no,23.2,177
759.73,11,29,no,west,white,no,5.4,102
120.67,12,12,no,west,other,no,2.6,62
1012.98,3,50,no,west,white,no,10.2,154
356.13,0,47,no,west,white,no,13.4,61
145.24,12,1,no,west,white,no,21.6,181
237.42,11,39,no,west,white,no,12.3,116
2374.15,17,23,no,west,white,yes,13.1,94
522.32,12,15,no,west,white,no,13,140
641.03,16,17,no,west,other,yes,11.8,81
607.91,11,18,no,west,other,no,1.1,51
878.44,14,30,yes,west,white,no,0.6,144
1417.31,18,23,yes,west,white,yes,12.8,95
1020.89,16,28,yes,west,other,yes,6,92
1234.57,18,20,yes,west,white,yes,9,31
854.7,13,31,no,west,white,no,15.1,64
221.59,12,5,no,west,white,no,6.3,77
427.35,15,15,no,west,white,no,4,123
474.83,12,8,no,west,other,no,7.5,81
349,12,12,yes,west,white,no,11.7,174
244.34,12,5,yes,west,white,no,24,329
688.51,12,13,yes,west,white,no,6.7,144
246.91,12,10,yes,west,white,no,18.8,52
284.9,12,18,yes,west,other,no,25.4,218
807.22,16,13,yes,west,white,no,3.6,10
848.77,12,34,yes,west,white,no,13,116
843.14,16,26,no,west,other,yes,5.6,60
231.48,12,32,no,west,white,no,21.8,102
246.91,12,52,no,west,white,no,12.6,60
391.74,12,2,no,west,white,no,0.4,147
391.74,12,14,yes,west,other,no,7.3,150
213.68,18,0,no,west,white,yes,2.7,92
240.3,12,16,yes,west,white,no,10.8,127
308.64,16,34,yes,west,white,yes,13.9,34
324.89,2,46,yes,west,white,no,5.1,68
823.05,12,0,no,west,white,no,7.8,65
997.15,12,28,no,west,white,no,9.7,159
593.54,12,15,no,west,white,no,5.7,83
216.05,12,11,no,west,white,no,3.7,44
746.48,18,41,no,west,white,no,16.9,65
1329.53,18,9,yes,west,white,yes,38.4,121
997.15,18,8,yes,west,white,no,11.3,104
785.54,11,21,yes,west,white,no,3.2,107
213.68,12,18,no,west,other,no,1.6,101
735.99,12,12,no,west,white,no,14.9,160
256.41,6,41,no,west,other,no,13.8,45
192.59,12,0,no,west,white,no,10.5,261
284.9,5,56,no,west,white,no,4,78
243.06,12,14,no,west,white,no,25.9,215
332.76,11,19,no,west,white,no,0.4,119
534.19,12,16,no,west,white,no,13,201
356.13,14,44,no,west,white,no,0.5,178
1139.6,18,26,yes,west,white,no,21.5,77
851.85,15,16,yes,west,white,no,17.7,254
949.67,12,19,yes,west,white,no,9.5,134
688.51,8,42,no,west,white,no,2.9,54
653.76,14,6,no,west,white,no,16.2,240
347.48,10,21,no,west,white,no,9.4,32
158.28,6,17,no,west,white,no,33.5,45
854.7,16,1,yes,west,white,yes,17,177
569.8,16,10,yes,west,white,no,6.7,140
321.7,12,4,yes,west,white,no,9.1,63
398.86,16,4,yes,west,white,yes,5.8,116
288.07,12,24,yes,west,white,no,20.5,104
740.74,16,34,yes,west,white,no,5.2,135
641.03,8,34,yes,west,white,no,4.9,83
189.93,8,44,yes,west,other,no,9.3,49
641.03,12,37,yes,west,white,no,11.2,135
339.51,12,3,yes,west,black,no,19,160
605.41,17,28,yes,west,white,yes,32.5,84
345.68,12,8,yes,west,white,no,5.1,226
10288,14,36,yes,west,white,no,0.8,171
2081.48,12,46,yes,west,white,no,11.2,219
318.93,12,47,yes,west,other,no,22.6,38
286.42,11,24,yes,west,white,no,3.4,4
569.8,12,17,yes,west,white,no,1,206
764.48,15,11,yes,west,white,no,10.3,113
1234.57,14,32,yes,west,white,no,11.8,105
246.91,16,2,yes,west,white,yes,4,59
617.28,12,13,yes,west,white,no,6.3,250
522.32,12,8,yes,west,white,no,12.4,48
897.87,10,43,yes,west,white,no,6.4,136
1122.33,17,10,yes,west,white,no,7.4,288
403.61,13,25,yes,west,white,no,2.4,74
379.87,13,14,yes,west,white,no,13.9,31
403.61,13,13,yes,west,white,no,17.8,109
1210.36,16,8,yes,west,white,yes,7.2,30
142.45,16,45,yes,west,white,yes,3.1,196
1543.21,18,8,yes,west,white,yes,18.5,270
444.44,12,14,yes,west,white,no,11.7,141
428.06,12,13,yes,west,white,no,6.1,96
232.8,16,6,yes,west,white,no,12.6,123
349.79,13,6,yes,west,white,no,19.3,124
284.9,12,3,yes,west,white,no,4.4,112
330.01,12,18,yes,west,other,no,1.4,128
246.91,12,11,yes,west,white,no,8.4,75
142.45,12,1,yes,west,other,no,14.3,154
474.83,12,7,yes,west,other,no,21.7,123
569.8,13,6,yes,west,other,no,5.2,89
617.28,15,45,yes,west,white,no,6.1,35
308.64,10,8,yes,west,white,no,27.8,52
617.28,13,17,yes,west,other,no,25.1,81
368,5,18,yes,west,white,no,18.4,273
313.79,8,12,yes,west,white,no,19.5,142
237.42,12,42,yes,west,white,no,8.5,43
759.73,12,16,yes,west,white,no,10.3,132
195.47,14,12,yes,west,other,no,8.4,84
878.44,14,21,yes,west,white,no,20.7,130
1290.68,12,15,yes,west,white,no,9.4,159
280.65,12,17,yes,west,other,no,6.2,156
771.6,12,13,yes,west,white,no,3.7,141
759.73,16,8,yes,west,white,yes,29.2,132
641.03,12,34,yes,west,white,no,16.2,179
296.77,10,6,yes,west,white,no,1.1,141
1183.12,16,21,yes,west,white,yes,7.1,84
1504.61,13,16,yes,west,white,no,7.2,76
945.22,16,12,yes,west,other,yes,10.9,77
424.57,16,5,yes,west,other,yes,9.7,135
1638.18,16,19,yes,west,white,yes,9.8,192
569.8,13,27,yes,west,white,no,1,147
379.87,18,3,yes,west,white,yes,21.7,97
902.18,18,24,yes,west,white,yes,5.4,178
740.74,18,4,yes,west,white,yes,19,94
854.7,15,8,yes,west,white,no,5.2,141
664.77,13,37,yes,west,other,no,19.6,79
641.03,12,10,yes,west,white,no,12.1,66
454.44,12,12,yes,west,other,no,1.3,367
664.77,16,22,yes,west,white,no,6.5,265
2018.04,18,26,yes,west,white,no,25.2,65
284.9,12,12,yes,west,white,no,32.4,281
878.44,12,40,yes,west,other,no,6.9,235
417.85,8,52,yes,west,white,no,20.4,24
439.22,12,28,yes,west,white,no,12,182
878.44,12,17,yes,west,other,no,18,173
664.77,13,12,yes,west,white,no,19.2,115
1020.89,18,35,yes,west,white,yes,2.8,162
630.42,12,18,yes,west,other,no,11.7,41
578.47,13,22,yes,west,white,no,6.7,197
284.9,6,19,yes,west,white,no,7.2,112
370.37,12,16,yes,west,white,no,18.6,154
474.83,16,13,yes,west,white,yes,25.6,162
463.16,13,37,yes,west,white,no,2.6,66
1798.43,18,9,yes,west,white,no,7.7,131
1780.63,18,5,yes,west,white,no,4.4,109
562.68,17,17,yes,west,white,no,13.9,110
531.81,13,18,yes,west,white,no,8.7,317
379.87,14,9,yes,west,other,no,7.6,55
830.96,13,11,yes,west,white,no,7,157
807.22,17,24,yes,west,white,yes,10.2,94
261.44,13,0,yes,west,white,no,4.9,97
2374.15,16,13,yes,west,white,yes,18.3,84
443.18,13,1,yes,west,white,no,3.6,78
2374.15,14,30,yes,west,white,no,20.8,227
430.01,16,9,yes,west,white,no,18.4,88
506.17,14,4,yes,west,white,no,25.3,109
783.48,12,21,yes,west,white,no,1.4,68
1092.12,14,18,yes,west,white,no,18.4,121
197.06,8,40,yes,west,white,no,15,234
142.45,8,12,yes,west,other,no,10.2,133
189.93,9,10,yes,west,white,no,11.6,44
118.71,9,8,yes,west,white,no,5,37
401,2,56,yes,west,white,no,3,314
154.32,9,12,yes,west,white,no,12.9,77
506.49,9,35,yes,west,white,no,18.1,162
538.14,12,5,yes,west,white,no,11.6,49
379.87,8,50,yes,west,white,no,16.3,252
379.87,0,53,yes,west,white,no,20.1,70
320.99,6,32,yes,west,other,no,1.1,22
284.9,12,4,yes,west,white,no,25.7,110
902.18,12,13,yes,west,white,no,6,356
237.42,6,20,yes,west,white,no,22.7,7
414.09,15,37,yes,west,white,no,9.5,91
569.8,12,5,yes,west,white,no,13.3,160
237.42,12,42,yes,west,white,no,4.4,157
1187.08,3,19,yes,west,white,no,6.5,155
617.28,12,7,yes,west,white,no,3.5,124
189.93,10,8,yes,west,other,no,9.4,91
1578.82,12,14,yes,west,other,no,6.3,268
617.28,12,41,yes,west,other,no,2.9,177
308.64,13,13,yes,west,white,no,2.8,50
664.77,12,12,yes,west,white,no,1.1,119
822.13,13,16,yes,west,white,no,5.8,83
284.9,14,3,yes,west,white,no,10.2,64
439.22,12,24,yes,west,white,no,5.7,93
254.32,12,24,yes,west,white,no,13.6,170
641.03,12,36,yes,west,white,no,3.8,88
641.67,14,16,yes,west,white,no,4.9,72
345.68,11,2,yes,west,white,no,2.6,130
697.7,12,12,yes,west,white,no,15.1,149
367.74,12,4,yes,west,white,no,28.3,81
63.24,17,9,yes,west,white,no,18.3,97
1163.34,13,26,yes,west,white,no,2.7,36
854.7,14,41,yes,west,other,no,7.8,56
854.7,16,6,yes,west,white,yes,2.2,178
498.58,12,26,yes,west,other,no,9,227
1471.98,16,11,yes,west,white,yes,1,225
641.03,14,2,yes,west,white,no,4.1,108
379.87,12,11,yes,west,white,no,1.2,234
546.06,13,7,yes,west,white,no,14.6,104
950.83,13,25,yes,west,white,no,11.6,256
740.22,12,16,yes,west,white,no,4,36
2374.15,18,12,yes,west,white,yes,14.1,153
237.42,12,4,yes,west,white,no,0.9,117
569.8,17,1,yes,west,white,no,16.6,21
474.83,12,17,yes,west,white,no,6.6,115
887.35,16,0,yes,west,white,no,31.6,85
698.01,12,36,yes,west,white,no,26.4,329
688.51,14,13,yes,west,white,no,12.7,148
493.83,14,5,yes,west,white,no,22.6,47
166.19,6,24,yes,west,white,no,12,112
354.1,4,42,yes,west,white,no,4.5,13
356.13,0,32,yes,west,white,no,8.5,232
344.25,6,15,yes,west,white,no,3.2,231
1329.53,18,16,yes,west,white,yes,10,168
1044.63,14,15,yes,west,white,no,29.5,264
759.73,16,25,yes,west,other,no,19.7,124
759.73,13,11,yes,west,white,no,14.6,55
308.64,14,47,yes,west,white,no,3,50
949.67,14,10,yes,west,white,no,9.3,175
565.05,16,17,yes,west,white,yes,3.8,167
498.58,9,24,yes,west,white,no,19.7,145
830.96,12,16,yes,west,white,no,14.7,183
360.08,10,9,yes,west,white,no,1.8,246
427.35,14,4,yes,west,white,no,9.5,224
256.41,15,3,yes,west,white,no,28,85
451.09,12,22,yes,west,white,no,2.6,105
237.42,12,12,yes,west,white,no,18.4,135
403.61,12,20,yes,west,white,no,6.4,102
308.64,12,7,yes,west,white,no,10.9,67
356.13,12,31,yes,west,white,no,0.1,169
546.06,12,15,yes,west,white,no,11.9,43
1187.08,17,13,yes,west,white,yes,9.5,68
1646.09,16,10,yes,west,white,yes,20.2,86
735.99,16,11,yes,west,white,yes,0.6,130
356.13,12,8,yes,west,white,no,18.7,75
474.83,12,10,yes,west,white,no,4.7,174
997.15,12,14,yes,west,white,no,27.1,69
374.17,14,35,yes,west,white,no,6.6,63
514.4,12,5,yes,west,white,no,15.3,133
474.83,14,19,yes,west,black,no,3.1,120
2374.15,18,23,yes,west,white,yes,4.5,236
664.77,8,31,yes,west,white,no,14.2,140
807.22,6,22,yes,west,other,no,2.2,93
661.63,4,54,yes,west,other,no,6.6,40
321.5,12,11,yes,west,white,no,12.9,31
123.46,13,0,yes,west,white,no,27.6,202
1756.89,16,12,yes,west,other,yes,18.9,131
498.58,12,6,yes,west,white,no,21.3,134
721.75,18,14,yes,west,white,yes,6.6,48
166.19,10,3,yes,west,white,no,15.8,176
296.91,12,34,yes,west,white,no,9.8,300
664.77,15,5,yes,west,black,no,16.4,185
688.51,16,7,yes,west,other,no,21,99
351.85,14,26,yes,west,white,no,17.2,169
589.03,12,34,yes,west,white,no,10.8,222
878.44,16,18,yes,west,white,yes,3.7,51
200.85,13,8,yes,west,white,no,6.9,70
262.11,11,42,yes,west,white,no,7.3,61
405.98,12,14,yes,west,white,no,1.6,122
170.77,12,2,yes,west,white,no,6.1,151
720.16,14,8,yes,west,other,no,33.2,251
474.83,16,6,yes,west,white,yes,17,61
284.9,12,6,yes,west,white,no,7.2,169
425.93,12,15,yes,west,white,no,17.3,264
570.63,12,16,yes,west,white,no,6.2,291
387.8,18,32,yes,west,white,yes,3.5,189
301.52,12,28,yes,west,white,no,12.5,43
997.15,14,17,yes,west,white,no,14.1,55
521.37,12,16,yes,west,other,no,7,132
493.83,6,40,yes,west,white,no,0.3,154
250.62,12,41,yes,west,other,no,17.9,112
264.39,10,9,yes,west,white,no,14.4,165
890.31,16,23,yes,west,white,yes,5.5,46
664.77,14,30,yes,west,white,no,9.5,109
284.9,18,12,yes,west,white,yes,11.9,107
652.9,16,11,yes,west,white,yes,7,151
403.61,12,33,yes,west,other,no,1.6,107
593.54,12,40,yes,west,white,no,20.2,32
116.19,12,1,yes,west,white,no,0.7,489
664.77,12,39,yes,west,white,no,8.5,76
356.13,12,16,yes,west,white,no,5.4,237
319.09,14,23,yes,west,white,no,22.6,65
949.67,15,31,yes,west,white,no,4.3,170
427.35,10,10,yes,west,white,no,10.2,97
189.93,14,5,yes,west,other,no,4,47
771.6,12,26,yes,west,white,no,4.9,44
783.48,14,15,yes,west,white,no,10.2,110
419.75,11,14,yes,west,white,no,17.9,101
617.28,13,30,yes,west,white,no,22.4,144
304.32,14,6,yes,west,other,no,8.1,93
997.15,12,19,yes,west,white,no,30.8,223
379.87,12,10,yes,west,white,no,14.9,48
277.78,13,8,yes,west,white,no,0.6,56
109.74,12,16,yes,west,white,no,6.5,119
352.73,10,24,yes,west,white,no,27.3,87
668.71,17,4,yes,west,other,yes,8.7,17
723.84,16,38,yes,west,white,yes,10.8,161
476.54,11,13,yes,west,other,no,36.2,71
427.35,12,27,yes,west,white,no,28.1,228
327.64,12,7,yes,west,white,no,3.4,23
78.35,14,19,yes,west,other,no,2.3,40
379.87,17,4,yes,west,other,yes,20,145
735.99,14,19,yes,west,other,no,0.6,98
342.88,12,46,yes,west,white,no,10,168
370.37,12,22,yes,west,black,no,6.6,153
938.7,15,23,yes,west,white,no,14.9,144
474.83,12,10,no,west,other,no,6.9,47
1450.83,16,31,no,west,white,yes,22.9,199
395.06,14,24,no,west,other,no,13.8,79
166.19,14,47,no,west,white,no,27.5,31
700.38,16,9,no,west,white,yes,7.7,226
500.84,8,32,no,west,white,no,11.4,102
474.83,9,15,no,west,other,no,14,128
498.58,13,16,no,west,other,no,5.6,47
268.87,9,22,no,west,white,no,9.8,68
272.44,12,11,no,west,white,no,26.8,135
878.44,16,15,no,west,white,no,9.7,18
349.79,15,46,no,west,white,no,11,79
1080.25,12,28,no,west,white,no,18.5,264
522.32,14,15,no,west,other,no,6.8,112
1044.63,14,29,no,west,white,no,3,52
700.38,16,11,no,west,white,yes,6.6,28
783.48,12,26,no,west,white,no,17,237
534.19,13,22,no,west,white,no,17,67
427.35,12,30,no,west,white,no,18.8,125
316.4,8,31,no,west,white,no,10.6,145
962.96,12,31,no,west,other,no,11.3,26
555.56,12,9,no,west,white,no,1,170
290.49,2,28,no,west,white,no,27.6,52
160.49,3,31,no,west,white,no,12.5,137
1646.09,16,46,no,west,other,no,0.7,310
757.81,12,13,no,west,white,no,0.2,131
672.32,13,33,no,west,white,no,15.5,36
187.92,11,2,no,west,white,no,9.5,136
759.73,12,32,no,west,white,no,16,92
688.51,12,16,no,west,white,no,5.9,245
444.44,8,17,no,west,white,no,22.2,132
290.93,4,32,no,west,white,no,10,142
223.17,12,2,no,west,white,no,28.3,312
142.59,12,1,no,west,white,no,3,189
139.57,3,29,no,west,white,no,35.9,65
208.71,10,17,no,west,white,no,4.7,75
435.73,16,29,no,west,other,no,9.3,91
296.3,10,8,no,west,white,no,13.8,120
391.74,16,11,no,west,other,yes,10.9,180
284.9,14,24,no,west,white,no,5.6,34
284.9,12,16,no,west,white,no,25.2,192
505.05,12,13,no,west,white,no,9.2,248
251.57,8,33,no,west,white,no,11.2,49
323.46,8,28,no,west,white,no,6.8,123
366.14,9,3,no,west,other,no,12.6,219
334.36,11,9,no,west,white,no,14.6,74
565.05,4,46,no,west,white,no,4,192
206.06,10,7,no,west,white,no,15,76
142.45,12,1,no,west,white,no,12.3,84
294.92,12,10,no,west,white,no,20.3,40
381.79,12,7,no,west,white,no,3.3,38
288.07,12,18,no,west,white,no,13.4,32
284.9,12,50,no,west,white,no,5.8,54
881.48,13,33,no,west,white,no,12.9,68
548.7,8,32,no,west,white,no,17,85
321.5,11,48,no,west,white,no,7.5,202
546.06,12,13,no,west,other,no,12.2,157
251.19,11,36,no,west,white,no,14,116
1068.38,17,40,no,west,white,yes,17.4,129
308.64,12,29,no,west,white,no,2.5,79
165.43,14,15,no,west,white,no,12.8,60
612.54,12,22,no,west,white,no,20.7,190
1068.38,16,12,yes,west,other,yes,7,197
617.28,12,8,yes,west,white,no,8,178
154.32,12,45,yes,west,other,no,20.7,110
759.73,15,20,yes,west,white,no,4,52
830.96,15,19,yes,west,white,no,3.6,190
973.41,16,9,yes,west,white,yes,1.3,137
973.41,16,17,yes,west,white,yes,24.3,109
641.03,13,16,yes,west,white,no,18.2,41
997.15,18,24,yes,west,other,yes,7.1,48
546.06,13,13,yes,west,white,no,14.2,55
1044.63,18,28,yes,west,white,yes,6,197
1068.38,13,20,yes,west,white,no,12,129
1187.08,16,38,yes,west,other,no,3.9,178
332.38,16,15,yes,west,white,yes,13.2,24
1222.65,18,15,yes,west,other,yes,3.1,183
1135.8,18,28,yes,west,white,yes,24.1,89
182.1,16,8,yes,west,white,no,9.1,131
396.34,13,5,yes,west,white,no,19.7,130
911.89,17,36,yes,west,other,yes,18,286
567.23,15,9,yes,west,white,no,9.6,167
522.32,9,23,yes,west,white,no,4.7,294
113.96,12,3,yes,west,other,no,0.7,289
749.03,16,29,yes,west,other,yes,13.5,259
546.06,18,28,yes,west,white,yes,7.7,36
522.32,12,13,yes,west,white,no,1.8,136
370.37,14,3,yes,west,white,no,19.6,104
534.19,12,41,yes,west,white,no,11.3,337
474.83,12,13,yes,west,white,no,15.5,61
664.77,13,16,yes,west,white,no,8.9,322
544.87,17,11,yes,west,white,yes,26.1,35
878.44,11,14,yes,west,white,no,4.5,142
154.32,12,1,yes,west,black,no,2.4,119
949.67,15,37,yes,west,white,no,34.5,94
427.35,14,23,yes,west,white,no,3.8,125
379.87,14,4,yes,west,white,no,15,374
493.83,12,8,yes,west,white,no,0.6,97
427.35,12,27,yes,west,white,no,5.1,114
142.45,14,1,yes,west,white,no,3.3,152
318.14,18,12,yes,west,white,yes,2.4,90
144.75,10,6,yes,west,white,no,8,22
474.83,14,8,yes,west,white,no,1.3,310
854.7,12,14,yes,west,white,no,2.5,41
1234.57,18,7,yes,west,white,yes,21.9,115
783.48,18,27,yes,west,other,yes,14.8,217
807.22,14,16,yes,west,white,no,17.8,40
546.06,14,11,yes,west,white,no,3.1,147
778.31,14,36,yes,west,white,no,20.4,46
284.9,13,4,yes,west,white,no,30.3,58
565.84,15,23,yes,west,white,no,21.3,160
546.06,16,7,yes,west,white,yes,12.9,91
956.24,16,13,yes,west,other,yes,3.4,124
583.07,15,10,yes,west,white,no,19.3,173
284.9,13,1,yes,west,white,no,7,77
771.6,14,26,yes,west,other,no,14.5,111
522.32,16,22,yes,west,white,no,6.5,131
219.69,12,14,yes,west,white,no,21.1,71
256.41,12,6,yes,west,other,no,2,140
474.83,8,39,yes,west,white,no,2.4,120
344.25,11,10,yes,west,white,no,17.4,46
1426.61,18,22,yes,west,other,yes,13.1,174
925.93,18,19,yes,west,white,yes,18,63
403.61,18,7,yes,west,white,yes,17.7,183
735.99,12,20,yes,west,white,no,18.3,76
1780.63,18,39,yes,west,other,no,6.1,100
947.29,14,15,yes,west,white,no,4.9,73
759.73,9,40,yes,west,white,no,1.1,43
493.83,12,14,yes,west,white,no,20.1,116
694.44,12,17,yes,west,white,no,11.1,108
170.94,12,19,yes,west,white,no,17.4,226
219.48,12,1,yes,west,white,no,20,22
436.85,16,26,yes,west,white,yes,18,69
522.32,16,29,yes,west,white,yes,5.6,153
256.79,12,2,yes,west,white,no,6.3,116
1424.5,16,36,yes,west,other,no,13.1,120
830.96,12,16,yes,west,white,no,2.6,154
1139.7,12,40,yes,west,white,no,2.5,93
641.98,14,19,yes,west,white,no,26.1,225
543.21,12,15,yes,west,white,no,8.6,168
569.8,12,11,yes,west,white,no,3.4,54
593.54,11,7,yes,west,other,no,3.9,282
304.94,13,2,yes,west,other,no,11.7,21
308.64,12,13,yes,west,white,no,13.1,116
2222.22,18,27,yes,west,white,no,1.6,105
612.54,16,19,yes,west,white,no,13,245
641.03,12,21,yes,west,other,no,14.4,72
1020.89,16,22,yes,west,white,yes,6,53
427.35,12,21,yes,west,white,no,20,56
1067.9,12,9,yes,west,white,no,7,5
617.28,15,4,yes,west,white,no,2,64
199.43,12,0,yes,west,white,no,10.1,55
379.87,11,17,yes,west,white,no,16.6,162
546.06,18,11,yes,west,white,yes,20.4,105
662.39,12,20,yes,west,white,no,32.1,229
237.04,12,44,yes,west,white,no,3.7,55
1305.79,18,16,yes,west,white,yes,20,158
740.74,17,17,yes,west,white,yes,15.5,113
522.32,8,44,yes,west,white,no,11.9,60
339.51,13,12,yes,west,white,no,3.4,119
1020.89,14,21,yes,west,white,no,4.8,53
356.13,12,16,yes,west,other,no,8.3,150
641.03,14,24,yes,west,white,no,13.7,207
655.15,12,27,yes,west,white,no,3.2,188
686.23,6,41,yes,west,white,no,9.5,195
759.73,12,17,yes,west,other,no,19,139
555.56,9,15,yes,west,white,no,4.7,64
396.49,12,14,yes,west,white,no,14,118
921.18,12,13,yes,west,white,no,0,186
617.28,16,15,yes,west,white,yes,7.8,38
664.77,15,14,yes,west,white,no,20.2,213
356.13,12,15,yes,west,white,no,29.1,104
902.18,16,7,yes,west,white,yes,0.1,112
1139.6,16,11,yes,west,white,yes,11.1,148
949.67,14,15,yes,west,white,no,27.2,119
581.67,16,24,yes,west,other,yes,12.2,334
1424.5,18,35,yes,west,white,yes,14,215
584,16,15,yes,west,white,yes,5.4,110
123.46,12,16,yes,west,white,no,2.5,39
95.58,13,3,yes,west,white,no,12.1,67
1187.08,12,22,yes,west,white,no,8.2,26
273.03,11,16,yes,west,white,no,12,133
1011.4,13,20,yes,west,white,no,5.9,133
215.19,12,13,yes,west,white,no,18.6,98
949.67,18,12,yes,west,white,yes,23.5,265
660.35,14,16,yes,west,other,no,8.5,210
830.96,14,43,yes,west,white,no,1.2,136
688.51,12,16,yes,west,white,no,5,99
1139.6,14,34,yes,west,other,no,17.1,109
403.61,13,43,yes,west,white,no,19,124
546.06,14,25,yes,west,white,no,14.5,80
576.64,18,12,yes,west,white,yes,9.9,164
1111.11,18,28,yes,west,white,yes,24.3,158
518.52,12,5,yes,west,white,no,5.4,79
401.23,13,6,yes,west,other,no,25.8,286
474.83,13,20,yes,west,white,no,1.4,282
447.83,18,15,yes,west,white,yes,7.3,240
949.67,16,31,yes,west,white,yes,5.8,332
427.35,16,9,yes,west,white,yes,6.4,104
356.13,16,5,yes,west,white,yes,9.6,55
474.83,12,6,yes,west,white,no,9.8,241
522.32,18,6,yes,west,white,yes,10.6,96
1039.89,13,34,yes,west,white,no,7.4,244
555.56,12,14,yes,west,white,no,12.6,136
617.28,12,15,yes,west,white,no,26.1,246
356.13,15,4,yes,west,white,no,7.9,265
1111.11,12,51,yes,west,other,no,0.1,249
234.02,12,9,yes,west,white,no,31.9,187
380.62,18,7,yes,west,white,yes,0.5,149
440.82,14,29,yes,west,white,no,0.1,199
830.96,14,23,yes,west,white,no,16.3,115
546.06,12,11,yes,west,other,no,11.1,170
474.83,16,10,yes,west,white,yes,13.4,29
569.8,14,12,yes,west,white,no,14.5,170
216.05,15,0,yes,west,white,no,15.5,31
332.38,16,17,yes,west,white,yes,1.7,146
771.6,13,27,yes,west,white,no,23.9,118
1358.02,14,34,yes,west,white,no,27.3,148
569.8,13,9,yes,west,white,no,3.3,37
726.22,16,12,yes,west,white,yes,12.6,140
973.41,12,28,yes,west,white,no,8.1,66
641.03,12,9,yes,west,white,no,2.5,139
436.85,12,7,yes,west,other,no,2.6,121
451.09,12,27,yes,west,white,no,17.3,217
185.19,12,11,yes,west,white,no,17.3,162
308.64,15,6,yes,west,other,no,7.8,54
403.61,9,24,yes,west,white,no,2.9,173
71.23,13,1,yes,west,white,no,5.7,94
332.38,6,15,yes,west,white,no,14,284
589.21,11,23,yes,west,other,no,20.1,200
170.94,12,19,yes,west,white,no,10.3,164
522.32,16,4,yes,west,white,yes,7.6,28
949.98,18,13,yes,west,white,yes,0.7,22
807.22,16,12,yes,west,other,no,14,196
664.77,14,12,yes,west,white,no,35.7,99
700.38,14,24,yes,west,other,no,3.2,173
338.13,12,1,yes,west,white,no,19.1,34
1263.89,12,31,yes,west,white,no,27.6,119
949.67,18,27,yes,west,other,yes,8.4,182
752.61,12,16,yes,west,white,no,8.1,326
403.61,12,11,yes,west,other,no,26.9,138
1115.86,14,15,yes,west,white,no,11.5,321
804.61,11,10,yes,west,other,no,25.1,75
320.51,11,7,yes,west,white,no,5.6,102
546.06,15,12,yes,west,white,no,19.2,184
1068.38,12,29,yes,west,white,no,19.2,43
569.8,12,8,yes,west,white,no,18.6,43
585.63,12,5,yes,west,other,no,16.2,197
949.67,18,30,yes,west,white,no,2.3,167
1068.38,17,18,yes,west,other,yes,22.2,107
593.54,16,22,yes,west,white,yes,18.5,293
593.54,14,32,yes,west,other,no,8,51
1234.57,12,52,yes,west,white,no,20.1,61
760.78,16,20,yes,west,other,yes,11,57
270.06,16,3,no,west,other,yes,12.3,124
261.16,12,4,yes,west,white,no,16,74
578.77,18,7,no,west,white,no,3.7,130
444.44,18,3,no,west,white,no,10.9,116
237.42,12,5,no,west,white,no,0.3,59
379.87,12,4,no,west,white,no,9.8,120
323.83,12,1,no,west,white,no,7.7,41
165.43,12,0,no,west,other,no,12.8,79
379.87,14,1,no,west,white,no,1.8,175
332.38,12,1,no,west,other,no,10.8,75
270.06,14,-1,no,west,white,no,6.7,66
593.54,16,10,no,west,white,yes,10.1,31
379.87,16,6,no,west,white,no,6.2,127
745.88,16,18,no,west,white,no,7.9,130
284.9,12,7,no,west,other,no,25.3,34
807.22,13,25,no,west,white,no,20.4,12
688.51,17,11,no,west,white,yes,5.6,60
612.14,12,15,no,west,white,no,7.6,90
444.44,14,25,no,west,white,no,4.3,219
925.93,13,10,no,west,white,no,3.7,5
953.98,17,8,no,west,white,yes,19.7,230
395.06,15,2,yes,west,white,no,12.5,137
1198.56,11,48,yes,west,white,no,13.3,38
749.29,16,21,no,west,white,no,10,126
569.8,15,21,no,west,white,no,17.4,155
384.62,13,3,no,west,white,no,10.9,55
1068.38,13,14,no,west,white,no,1.1,44
1234.57,16,13,no,west,white,no,17.3,133
607.79,15,5,yes,west,white,no,6.2,73
328.58,12,13,yes,west,white,no,21.6,134
629.15,14,9,no,west,other,no,20.9,61
814.81,10,19,no,west,other,no,12.2,78
332.26,12,11,no,west,white,no,7.6,41
332.38,12,18,no,west,white,no,25.2,133
474.83,13,12,no,west,white,no,1.2,57
287.27,12,13,no,west,white,no,16.1,201
427.35,16,26,no,west,other,yes,23.2,170
498.58,16,15,no,west,white,yes,10.8,150
339.79,12,13,no,west,white,no,4.2,77
870.3,16,13,no,west,other,yes,19.7,136
296.77,15,1,no,west,other,no,2.2,87
320.07,12,15,no,west,white,no,4.5,64
1063.63,18,37,no,west,white,no,31.2,174
270.66,12,34,no,west,white,no,11,54
546.06,14,15,no,west,white,no,22.7,90
474.91,13,25,no,west,white,no,17.7,252
1145.77,18,24,no,west,white,yes,19.8,172
332.38,14,40,no,west,white,no,5.5,211
546.06,15,5,no,west,white,no,2.9,8
152.51,13,-1,no,west,white,no,10.8,53
